Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
GlaxoSmithKline Pharmaceuticals Limited,3251,607,36.08,102.79,35.41,0,GLAXO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK
Glenmark Pharmaceuticals Limited,12990,377,10.53,348.7,3.13,0.46,GLENMARK,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08
Gujarat Lease FiNaNcing Limited,,,-0.12,-2.68,,-2.06,GLFL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/gujaratleasefinancing/GLF01
Global Education Limited,61,22,11.13,32.09,34.59,0,GLOBAL,https://www.moneycontrol.com/india/stockpricequote/it-education/globaleducation/GE02
Global Vectra Helicorp Limited,411,-16,-11.88,20.07,-59.17,1.55,GLOBALVECT,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/globalvectrahelicorp/GVH
Globe Textiles (India) Limited,399,4,0.3,3.48,8.55,2,GLOBE,https://www.moneycontrol.com/india/stockpricequote/textiles-general/globetextilesindia/GTI
Globus Spirits Limited,2109,122,42.43,307.83,13.78,0.31,GLOBUSSPR,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
Glenmark Life Sciences Limited,2161,466,38.11,174.51,21.83,0,GLS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/glenmarklifesciences/GLS01
GM Breweries Limited,593,99,54.61,372.83,14.64,0,GMBREW,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
Gujarat Mineral Development Corporation Limited,3876,1213,38.23,182.34,20.96,0,GMDCLTD,https://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
GMM Pfaudler Limited,3177,213,37.52,181.37,20.72,0.99,GMMPFAUDLR,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gmmpfaudler/GMM01
GNA Axles Limited,1582,130,60.66,332.88,18.22,0.26,GNA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/gnaaxles/A03
Gujarat Narmada Valley Fertilizers and Chemicals Limited,10226,1463,94.68,585.84,16.16,0,GNFC,https://www.moneycontrol.com/india/stockpricequote/fertilizers/gujaratnarmadavalleyfertchem/GNV
Goa Carbon Limited,1364,80,88.24,203.28,43.4,2.27,GOACARBON,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/goacarbon/GC04
Go Fashion (India) Limited,665,82,15.33,96.36,15.9,0,GOCOLORS,https://www.moneycontrol.com/india/stockpricequote/retailing/gofashionindia/GFI04
Godfrey Phillips India Limited,3562,606,132.8,683.17,19.46,0.01,GODFRYPHLP,https://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
Godha Cabcon & Insulation Limited,3,-1,-0.06,1.07,-5.9,0.11,GODHA,https://www.moneycontrol.com/india/stockpricequote/electronics-components/godhacabconinsulation/GCI06
Godrej Consumer Products Limited,13315,1702,16.65,134.88,12.34,0.07,GODREJCP,https://www.moneycontrol.com/india/stockpricequote/personal-care/godrejconsumerproducts/GCP
Godrej Properties Limited,2252,661,20.55,334.05,6.16,0.69,GODREJPROP,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/godrejproperties/GP11
Gokaldas Exports Limited,2222,172,28.6,146.3,19.51,0.04,GOKEX,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/gokaldasexports/GE05
Gokul Agro Resources Limited,10739,132,9.18,44.1,20.35,0.72,GOKULAGRO,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/gokulagroresources/GAR
Goldstone Technologies Limited,92,0,0.13,19.98,0.65,0.09,GOLDTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/aion-techsolutions/GT04
Goodluck India Limited,3072,87,33.31,219.88,14.65,1,GOODLUCK,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/goodluckindia/GLS
Goyal Aluminiums Limited,65,2,0.15,1.23,12.28,0.08,GOYALALUM,https://www.moneycontrol.com/india/stockpricequote/trading/goyalaluminiums/ATI
Gujarat Pipavav Port Limited,916,291,6.48,47.8,13.55,0,GPPL,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
GPT Infraprojects Limited,811,28,5.4,47.65,11.32,0.88,GPTINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/gptinfraprojects/GPT01
Granules India Limited,4511,516,21.05,117.13,18.22,0.37,GRANULES,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Graphite India Limited,3180,199,10.19,254.09,4.01,0.09,GRAPHITE,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/graphiteindia/GI13
Grasim Industries Limited,117627,10869,103.98,1866.8,8.67,1.29,GRASIM,https://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01
Gravita India Limited,2800,204,29.72,87.14,34.14,0.58,GRAVITA,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/gravitaindia/GI09
Greenpanel Industries Limited,1782,256,20.92,97.36,21.48,0.16,GREENPANEL,https://www.moneycontrol.com/india/stockpricequote/woodwood-products/greenpanelindustrieslimited/GREEN54285
Orient Green Power Company Limited,258,35,0.43,6.86,6.7,2.05,GREENPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/orientgreenpowercompany/OGP
Grindwell Norton Limited,2541,363,32.69,163.79,20.07,0.01,GRINDWELL,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN
G R Infraprojects Limited,8147,851,88.09,539.37,16.33,0.21,GRINFRA,https://www.moneycontrol.com/india/stockpricequote/construction-infrastructure/grinfraprojects/I09
GRM Overseas Limited,1379,62,10.45,45.52,23.03,1.52,GRMOVER,https://www.moneycontrol.com/india/stockpricequote/food-processing/grmoverseas/GRM01
The Grob Tea Company Limited,102,0,5.2,668.99,0.77,0.15,GROBTEA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/thegrobteacompany/TGT
GRP Limited,451,13,104.61,1105.68,9.46,0.6,GRPLTD,https://www.moneycontrol.com/india/stockpricequote/rubber/grp/GRR
Garden Reach Shipbuilders & Engineers Limited,2561,228,19.91,123.42,16.13,0.21,GRSE,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gardenreachshipbuildersengineers/GRS01
Garware Hi-Tech Films Limited,1438,166,71.51,798.81,8.95,0.08,GRWRHITECH,https://www.moneycontrol.com/india/stockpricequote/packaging/garwarehi-techfilms/GP
Gujarat State Fertilizers & Chemicals Limited,11368,1262,31.77,302.19,10.51,0,GSFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
Global Surfaces Limited,177,25,7.34,61.42,9.63,0.17,GSLSU,https://www.moneycontrol.com/india/stockpricequote/ceramicsmarblegranitesanitaryware/globalsurfaces/GS17
GSS Infotech Limited,114,14,8.77,121.57,7.21,0,GSS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/gssinfotech/GAI05
GTL Limited,186,57,3.63,-432.48,-0.84,-0.86,GTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtl/GTL01
GTL Infrastructure Limited,1457,-1816,-1.41,-3.78,0,-0.77,GTLINFRA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtlinfrastructure/GTL02
GTPL Hathway Limited,2663,124,10.13,107.57,10.32,0.13,GTPL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02
Gufic Biosciences Limited,690,79,8.22,35.88,22.91,0.9,GUFICBIO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/guficbiosciences/GB04
Gujarat Apollo Industries Limited,73,12,9.68,405.67,2.38,0.05,GUJAPOLLO,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gujaratapolloindustries/GAI03
Gujarat Gas Limited,16759,1525,22.2,102.09,21.74,0,GUJGASLTD,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/gujaratgas/GGC
Gujarat Raffia Industries Limited,39,1,1.9,37.22,5.1,0.62,GUJRAFFIA,https://www.moneycontrol.com/india/stockpricequote/packaging/gujaratraffiaindustries/GRI
Gulf Oil Lubricants India Limited,2999,232,47.3,240.41,19.71,0.28,GULFOILLUB,https://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01
GP Petroleums Limited,790,25,4.94,54.17,9.12,0.07,GULFPETRO,https://www.moneycontrol.com/india/stockpricequote/lubricants/gppetroleums/SP36
Gulshan Polyols Limited,1179,45,8.73,110.64,7.88,0.43,GULPOLY,https://www.moneycontrol.com/india/stockpricequote/chemicals/gulshanpolyols/GP9
GVK Power & Infrastructure Limited,2120,3073,15,2.87,-211.83,-5.09,GVKPIL,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/gvkpowerinfrastructure/GVK
GVP Infotech Limited,17,4,0.28,10.24,2.69,0,GVPTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software/gvpinfotech/FDS01
Hindustan Aeronautics Limited,26927,5824,174.28,705.04,24.72,0,HAL,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/hindustanaeronautics/HAL
Happiest Minds Technologies Limited,1332,216,15.11,57.64,26.19,0.58,HAPPSTMNDS,https://www.moneycontrol.com/india/stockpricequote/it-servicesconsulting/happiestmindstechnologies/HMT01
Hardwyn India Limited,125,9,5.7,142.38,2.42,0.01,HARDWYN,https://www.moneycontrol.com/india/stockpricequote/aluminium/hardwynindia/GI34
Hariom Pipe Industries Limited,643,46,18.3,135.85,12.31,0.79,HARIOMPIPE,https://www.moneycontrol.com/india/stockpricequote/ironsteel/hariompipeindustries/HPI02
Harrisons  Malayalam Limited,486,17,9.63,84.62,11.37,0.59,HARRMALAYA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/harrisonsmalyalam/HM02
Harsha Engineers International Limited,1024,128,15.19,123.43,11.42,0.08,HARSHA,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/harshaengineersinternational/HEI
Hatsun Agro Product Limited,7246,165,7.54,64.67,11.51,1.01,HATSUN,https://www.moneycontrol.com/india/stockpricequote/food-processing/hatsunagroproducts/HAP
Havells India Limited,16910,1071,17.11,105.75,16.17,0,HAVELLS,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/havellsindia/HI01
HBL Power Systems Limited,1368,97,3.51,34.32,10.36,0.08,HBLPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hblpowersystems/HBL02
HB Stockholdings Limited,2,-2,-2.82,85.93,-3.05,0.01,HBSL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/hbstockholdings/HBS
Hindustan Construction Company Limited,9856,-36,-0.19,-4.72,0,-7.41,HCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/hindustanconstructioncompany/HCC
HCL Technologies Limited,101456,14845,54.85,240.88,22.7,0.03,HCLTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software/hcltechnologies/HCL02
HDFC Asset Management Company Limited,2166,1423,66.75,281,23.74,0,HDFCAMC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/hdfcassetmanagementcompany/HAM02
HDFC Bank Limited,170754,46149,82.64,518.73,15.89,,HDFCBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/hdfcbank/HDF01
HDFC Life Insurance Company Limited,70207,1368,6.41,60.44,10.53,0.07,HDFCLIFE,https://www.moneycontrol.com/india/stockpricequote/lifehealth-insurance/hdfclifeinsurancecompany/HSL01
Heads UP Ventures Limited,0,-9,-4.37,8.22,-53.17,0,HEADSUP,https://www.moneycontrol.com/india/stockpricequote/retailing/headsventures/TMR
HEC Infra Projects Limited,51,0,0.78,29.73,2.61,0.98,HECPROJECT,https://www.moneycontrol.com/india/stockpricequote/engineering/hecinfraprojects/HIP
HEG Limited,2467,454,137.95,1109.17,12.43,0.17,HEG,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG
Hemisphere Properties India Limited,2,-6,-0.23,12.84,-1.76,0.18,HEMIPROP,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/hemispherepropertiesindia/HPI01
Heranba Industries Limited,1324,110,27.52,203.98,13.49,0.11,HERANBA,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/heranbaindustries/HI14
Hercules Hoists Limited,150,103,32.28,220.83,14.61,0,HERCULES,https://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01
Heritage Foods Limited,3240,66,6.33,78.22,7.98,0.19,HERITGFOOD,https://www.moneycontrol.com/india/stockpricequote/food-processing/heritagefoods/HFI
Hero MotoCorp Limited,34158,2796,140.62,839.66,16.87,0.02,HEROMOTOCO,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/heromotocorp/HHM
Heubach Colorants India Limited,766,19,8.31,187.34,4.43,0,HEUBACHIND,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/heubachcolorantsindia/CCI08
HFCL Limited,4743,317,2.18,22.83,9.69,0.24,HFCL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/hfcl/HFC
H.G. Infra Engineering Limited,4622,492,75.68,294.9,25.66,0.99,HGINFRA,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/hginfraengineeringltd/HIE
Hinduja Global Solutions Limited,4505,288,63.66,1656.95,3.88,0.04,HGS,https://www.moneycontrol.com/india/stockpricequote/computers-software/hindujaglobalsolutions/HGS01
Hikal Limited,2023,78,6.36,91.93,6.91,0.66,HIKAL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05
HIL Limited,3478,98,129.09,1644,7.8,0.33,HIL,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/hil/HI09
Hilton Metal Forging Limited,104,5,2.79,42.44,6.57,0.56,HILTON,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/hiltonmetalforging/HMF
Himatsingka Seide Limited,2677,-64,-6.51,147.17,-4.42,1.86,HIMATSEIDE,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/himatsingkaseide/HS
Hindustan Composites Limited,282,27,18.6,623.5,2.98,0,HINDCOMPOS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/hindustancomposites/HC06
Hindcon Chemicals Limited,85,4,5.68,55.83,10.19,0.02,HINDCON,https://www.moneycontrol.com/india/stockpricequote/chemicals/hindconchemicalsltd/HCL01
Hindustan Copper Limited,1677,295,3.06,21.53,14.18,0.08,HINDCOPPER,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustancopper/HC07
Hindustan Motors Limited,0,0,0,-0.77,-0.27,0,HINDMOTORS,https://www.moneycontrol.com/india/stockpricequote/auto-carsjeeps/hindustanmotors/HM
Hindustan Oil Exploration Company Limited,558,193,14.67,71.62,20.48,0.38,HINDOILEXP,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/hindustanoilexplorationcompany/HOE01
Hindustan Petroleum Corporation Limited,440709,-9471,-49.21,227.38,-21.63,2.08,HINDPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
Hindustan Unilever Limited,60580,10145,43.07,214.99,20.11,0,HINDUNILVR,https://www.moneycontrol.com/india/stockpricequote/personal-care/hindustanunilever/HU
Hindustan Zinc Limited,34098,10511,24.88,30.61,81.27,0.92,HINDZINC,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustanzinc/HZ
Hind Rectifiers Limited,359,-6,-3.84,65.24,-5.69,0.94,HIRECT,https://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01
Hisar Metal Industries Limited,276,10,20.28,100.46,20.18,1.26,HISARMETAL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/hisarmetal/HM05
Hitech Corporation Limited,558,28,16.49,141.6,11.64,0.25,HITECHCORP,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08
The Hi-Tech Gears Limited,1169,23,12.32,188.85,6.52,1.22,HITECHGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/thehi-techgears/HTG
HLE Glascoat Limited,931,69,10.22,46.11,22.19,0.79,HLEGLAS,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/hleglascoat/SGE02
HLV LIMITED,172,7,0.12,6.35,1.82,0.02,HLVLTD,https://www.moneycontrol.com/india/stockpricequote/hotels/hlv/HLV
HMA Agro Industries Limited,3125,137,28.9,101.96,28.34,0.59,HMAAGRO,https://www.moneycontrol.com/india/stockpricequote/consumer-food/hmaagroindustries/HAI01
Hindustan Media Ventures Limited,713,-40,-5.17,200.3,-2.58,0.07,HMVL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV
Hindustan Foods Limited,2598,71,6.31,33.18,19.01,1.31,HNDFDS,https://www.moneycontrol.com/india/stockpricequote/food-processing/hindustanfoods/HFL
Home First FiNaNce Company India Limited,790,228,26.01,206.48,12.56,2.65,HOMEFIRST,https://www.moneycontrol.com/india/stockpricequote/finance-housing/homefirstfinancecompanyindia/HFF
Honeywell Automation India Limited,3447,438,495.4,3606.91,13.73,0,HONAUT,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/honeywellautomation/HA04
Honda India Power Products Limited,1246,85,83.89,726.57,11.54,0,HONDAPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hondaindiapowerproductslimited/HSP02
HOV Services Limited,12,4,3.63,17.94,20.22,0,HOVS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/hovservices/HOV
HP Adhesives Limited,233,10,5.91,80.7,7.32,0.03,HPAL,https://www.moneycontrol.com/india/stockpricequote/diversified-chemicals/hpadhesives/HA06
Hindprakash Industries Limited,100,2,2.36,40.87,5.76,0.5,HPIL,https://www.moneycontrol.com/india/stockpricequote/diversified/hindprakashindustries/HI06
HPL Electric & Power Limited,1262,30,4.69,123.69,3.8,0.73,HPL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hplelectricpower/HEP
Himadri Speciality Chemical Limited,4171,215,5.13,52.64,9.47,0.37,HSCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01
HT Media Limited,1711,-254,-9.83,93.16,-12.63,0.39,HTMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT
Hubtown Limited,319,25,4.16,174.06,2.33,0.66,HUBTOWN,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/hubtown/AC24
Housing & Urban Development Corporation Limited,7049,1701,8.5,77.14,11.01,4.07,HUDCO,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/housingurbandevelopmentcorporation/HUD
Indiabulls Real Estate Limited,586,-607,-11.29,59.92,-18.83,0.08,IBREALEST,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/indiabullsrealestate/IRE01
Indiabulls Housing FiNaNce Limited,8719,1127,25.19,387.01,6.5,3.02,IBULHSGFIN,https://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01
Ice Make Refrigeration Limited,312,20,13.19,51.41,25.64,0.04,ICEMAKE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icemakerefrigeration/IMR
ICICI Bank Limited,121066,34483,48.86,302.71,16.1,,ICICIBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02
ICICI Lombard General Insurance Company Limited,17875,1729,35.21,212.64,16.55,0,ICICIGI,https://www.moneycontrol.com/india/stockpricequote/multiline-insurancebrokers/icicilombardgeneralinsurancecompany/ILG
